upload_id,transcriptions
706,okay but the audio doesn't show you exactly when it starts recording but I believe it's recording now I just wanted to share something that was sweet my daughter is 15 and a half and she has a group of friends that she goes to school with that they do cyber school and then she also is in a pre-professional ballet program so they were friends before they had to go into quarantine and they have found a way to interact online that where they have their fun at night and I think that our is really nice that they have social media to do that and then one a few nights ago I said you know you guys can just keep playing goofing around and kind of like play fighting with one another to keep yourself busy and not bored even though you're having a fun time I just thought you know there was a recipe for disaster possibly coming and so my daughter woke up this morning and she has been like that again having fun at night and there's lots of giggles and I really think laughter is the best thing for them in terms of keeping their mental health up so then today she said this afternoon she's like I'm going to prepare for tonight cuz we're going to have a debate at 9:30 and ask what what she means and she said that you know there are nine of them like 9 or four friends are getting together to have a debate about abortion so they're there 15 and 16 year old and I think sometimes we think that they're always just doing like goofy stuff and they don't really you know like they're just on social media and they're wasting their time I was just really impressed and then she spent the day putting together her talking points and we discussed you know where she's in the bed and I was talking to her about you know the rules of debate and you know play procedure has I'm just I thought it was just such a nice sweet story that these 15 16 year olds are getting together to do something the end there and they're very excited about it and no adult was involved they decided to do it on their own so I'm looking forward to how they have how they how they experienced it and I just wanted to share that it was a nice and nice activity in a nice part of their comradery they came together because of the pain thank you
708,my son Teddy my older son struggles with anxiety and it's a hard time socially under normal circumstances until I actually think all of this he seems pretty good he really likes to be home with a lot of unstructured time he has a lot of personal resources and hobbies things you like to do is win our keys drawing and sort of hanging out it is not so hard for him to be home with his younger brother who is generally a much more social conventional kid is having a much harder time than I am very very concerned about the screens even my side even when they're doing school work even when they're doing good things on it or watching things that I think are you know perfectly appropriate on them all the time it's such a long day and it's very very very hard to control thanks
710,"my Sears I don't really have any about the quarantine will Coronavirus frustration with me online school cuz I can't pay attention hopes Randy koulisis quarantine, virus passes but what is helping me get through this crisis Tik Tok and haikyuu"
712,my fears is that dumb there many particularly because living in the epicenter of the virus here in New York City the steers are getting through the day to fears are Financial all of my revenue streams have dried up as of March 13th the fears are maintaining health and high immune function the fears are taking care of my two children as a single mom with no income in the foreseeable future is fear of walking out the door just to get the mail or throw out the trash making sure I have my gloves at my mask the frustrations simple things like getting food ordering food waiting for weeks to get an appointment for a delivery time slot social distancing measures on the street in frustration when you see a whole spectrum of people being very lacks about it or feeling kind of judged because of how your social distancing my needs I have the need for connection I have the need for financial stability I have been need for rest I'm not sleeping so great these days I have the needs of Cam I have been need of of human touch my hopes that we can transition in a way that is fluid and stable and Progressive and that we come out of this better and stronger as individuals and collectively better than ever what's helping me get through technology being in the household with my children family friends interaction and taking the time to heal and take care of the task in the home and creatively of things that I never had time to do previously
714,yeah I don't think they are going through let me try yeah yeah it says that I voted yeah I'm at 13 doesn't seem to accept it yeah sorry I put I tried to put 13 but it doesn't seem to be accepting what's the weather in mitzel tricky about estimating these is some things take a lot of time but conceptually they're very straightforward it's like just need to built this out and other things are like I'm not sure quite how we're going to fix it but it's going to be fun thinking about the problem and maybe it'll take a long time maybe it won't and then each of us may prefer a different kind of problem yeah the lack of clarity yeah yeah I think I think that makes sense I just wanted to reiterate my will the saying a few minutes ago which is if we can if we can pull off the first the super simple verse
716,let's see what is going on with the PS4 us honestly we've really had it better than many I guess we we heard that this weekend coming I have made Costco runs early and stock up on hand sanitizer and wipes and kissing and food and perishable the toilet paper so I missed all the runs because I am probably slightly improper anyway and and then as soon as it started to look like it was getting bad around like March 14th we hightailed it out of the city and are staying with family and Pennsylvania and so much for a world for us hereand that's been really positive and a lifesaver for my brain space was so our daughter can just run you know she can burn off her energy we can walk around and it's quiet I'm working full-time from home you note 9 hours a day which is in a lot doing distance learning for our daughter is crazy especially since we also have a six-month-old son so I won't say that it's not then Insanity in that regard but you know things to definitely worse and I'm just glad to have a little space and you know we're trying to be safe so I think that's really it
724,Jamaica Station that I have is like having my son spending so much time with video games and social media on and spending so much time in his room without any fresh air he's not a lot more paranoid that I thought I did beginning she's not going out at all not even to the balcony and when I go out and get groceries or I went out to get food for a friend that is infected with a virus she got completely paranoid when I came home and he was wearing gloves and a mask and he want to get near me so now you make me paranoid I thought maybe I'm sick and now I started to give him food and disposable plates just in case that was affected I mean I'm not I don't think I am but I'm being super careful but it's happened three times I went out to the supermarket I come back and he doesn't want to be near me so that's frustrating but at the same time I feel like you know we're spending time at home certainly not quality time I am being likely I'm one of the one of those people that it did they go from work I'm I have my job and it's keeping me super busy but I do have the prescription that I can not got them as much homeschooling because she's missing sometimes the classes I wake him up in the morning but he forgets to sign in or he forgets to jump from one class to the other and soon so it's a lot of frustrations around that but you know I come from from a third world country and I I look at the Silver Lining we are home we are we have food to eat and we're healthy compared to all the other people that are losing their lives so I guess at the end or okay
728,I always been inside since May 15th when I have three kids under 5 and I realized how much I relied on little excursions in are going to the store or just going to the library or even the park or you know you're even bigger outings like no chill no kill children's museum near the Aquarium here you know how much I relied on giving them novel experiences as well as preschool I know they went to preschool my two older ones ones preschool three days a week and I feel like that was good for their Social Development so it all kind of Falls to me and I've been worrying about kind of their Social Development which I feel is so important right now I don't really worry about the academic so much cuz I feel like that will that will comebut you know parenting 24-hours is really hard my baby still gets up quite a bit at night and my husband is worse than medicine so he's gone from 5 a.m. to 5 p.m. everyday and he's being Zapped when he gets home and I was apps cuz I got somebody up from you know 5 a.m. until 9 p.m. and then watching the baby so it's um you know and I realize how much those excursions to kind ofhelped me just to not feel so so burnt out and just to increase everybody's mood so I haven't really talked to them very much about what's going on or in a really try to put that that pressure on them not really pressure but just kind of those big feelings that I have about the crisis even though I you know they say they miss their friends and you know before it's interesting before my my four-year-old would have her imaginary play and she would be you know at the star Kingdom or the Rainbow Kingdom or she'd be on mars or something and this fantastic worlds that she would just imagine herself into but but now and she kind of imagines her play it's she's putting herself in you know Costco and she's putting herself at school with her friends or you know these really kind of you know Monday and everyday places that we really took for granted but it's hard it's it's very emotionally and physically and mentally draining and my husband was like you know people did this before I can do women stay at home with their kids but you know but not like this I mean you could go to the store too kind of break up the day you could take him to a park to break up the day I mean you didn't have to really worried about that kind of stuff so it is nice I think at first the pace was nice to not have to run them around their feel like I had to run them around and just kind of connecting back to staying at home and being okay with being at home and my only goal now is just to have give them a good day but it is getting monotonous though it's just more about trying to find them some novel experiences because we're just kind of in this for the Long Haul and I'm not sure when it's going to end but but it is I feel lucky that my only job right now is to hang out with my kids but so is sometimes I do feel guilty about going to being a little bit burnt out but you know I'm with the worried that I have for my husband working in healthcare in and do you know the second wave and when is life going to kind of get back to the place that we can just going to do family outings or you know not worry too much about it so that's just kind of my my issue and how things have changed
730, this whole time has been really interesting I think it's been very challenging from the standpoint of disrupting the say over also to structure of the family lice and I think that that's a really interesting thing to look at because I'm you know I think there's some good things that have come out of it in terms of really looking at how we do school and the way we should have over schedule our children and just the general resources we have in place to sort of deal with with some of the challenges of of educating our kids and and and dealing with mental health issues with children so I think what's happened is in a sort of the general that the basic structures went away and as parents we were faced with this this kind of hot how do we you know you would become homeschooling parents in are we now the teachers I think there was just a lot of unsure Ness about how to deal with this from that perspective I think also in our children's entire social life was now like the way and we became the ones to have to support all their needs in that way as well and I'll and it brought him lots of challenges I think every one of our kids has suffered some mental health issues because of this and they've all man has fell manifest themselves in different ways are somewhere one of our kids really it went into anger and Science and to the point of just not willing to do anything throwing things hurting you know sort of like punching us than me or just being very very physically aggressive and angry another just drove into deep depression and insecurities about yourself you know anything in the world anyone really like to see all these sort of normal sort of high school insecurities were just exacerbated by not being able to have any contact with people sound like video conferences and being isolated in his room or in a room and then my daughter manifest itself and just sort of extreme irritability and just at the drop of a hat just kind of you know having a meltdown you know your old style meltdown but she's not so sure her age also in a text Rena of a stream of sessions about how she look not wanting to appear on video you know I'm sudden concerns about her weight concerns about her appearance I do think was brought on somebody her age but somebody just this need to be on camera all the time but these meetings and just the sort of distance between it's created between doing everything virtually versus actually being in the same room as people and then it's all been cooped up in the same household and having to deal with each other and having to just let go of the Perfection of you know work is work and home is home like working home became sort of the mash together and you know being on call for work with your kids sort of needing something and bugging you and you know it it just it just was not worth it just couldn't be as pretty as you can make it you know when when there's a real clear separation between the work environment in the home environment but some of that was freeing just letting it go let it realizing that everyone was in the same boat or not everyone but a lot of people were in the same boat so I feel like I became more accepting of people who had other challenges due to this and I feel like became more accepting of myself that things weren't going to look as button up as maybe they would otherwise and then I think all our kids have slowly learn to just be more self-sufficient the computer skills to the Moon
732,this has been such a challenging time for me it's scary and I often feel quite depressed and sad because it sometimes feel like there's no end in sight so it's hard to see the light at the end of the tunnel I feel very challenged being in a small New York City apartment with my son I feel really sad for him that he's going through this and that he doesn't get to see any of his friends or just be social and be out and about but we do try to get out everyday we would go free their wokery we just got a bike and some now car going biking some really I feel like it's a necessity for him and it's worth taking the risks of stepping outside but it's beyond challenging and it's really scary and I hope every day for a cure or vaccine to come until then we just you know for the most part we had left the only thing we can do is be helpful so it's some hopefully this will pass
734,hi I live in New York City with my husband on three girls in this is the center of the one of the symptoms of pandemics in the United States and it has been burning really because although we know that the alarm people affected by this pandemic we are said they're not home and we have been very lucky that we only know a few people that got sick and then recovered we have family or friends that have passed away or having very very sick so we would be nice out of x on a little bit of scared too but after of a chance of being Sheltering in we are looking forward to the next phase of moving back to life outside going back to work and being able to do I want number of the team
736,13 of the quarantine and my husband and I have been working from home this entire time. Time and my son has been at home trying to do school and we've been trying to help them in that has been the primary challenge I think before this happened we are finally getting him on track he is kind of getting into activities and supports that he needed and we are seeing so much improvement after a few very rough academic years and this year he's finally you know he was finally loving school and the everyday to go to school and then now you know he's at home and he's happy at home but at the same time yeah he's he's remembering all the worry of you know not doing well in school and all the emotions of me not being challenged at school and you know managing social situation then and now he just wants to stay home becausenot do things that are hard and so he's been in the you know cocooned environment where my husband and I have been helping him with his schoolwork you know as basically like his Perez not that he has parrots cool but it's obvious but he does really well when he has some attention like this but it's been so stressful for us to be basically working shift in the house every day at managing our schedules around that and then you know he's he's also lonely is an only child and You Know It video games until that's become this point of huge struggle like he's here all the time and all he wants to play video games you know it's pulling teeth to get him to sit down and focus on getting stuff done and you know the end of the day my husband and I are just exhausted and we are we are the lucky ones and can make this work you know where the left you it's really tough
738,hi my name is Martin and I have a daughter and a son of 18 + 16 + 1 - 51 I would say one of the fortunate ones living in the country where we have a decent time Hospital service center and also the state to provide us with insurance to cover most of her most of my lost symptoms of thumb describe the crisis that were in to my biggest fear is that my children and their children if they have any not be able to live as freely and think it's really BS open-minded enough to ask I think our generation has been so for not having to talk to that much time crisis facing now and I'm saying that we have. Don't have any problems in the world of course. That's my biggest fear children will not be able to to have the same fishing the future I'm not sharing and then reaching out to to all the countries that support without saying maybe I have a Model S cost Health at home or you can also a bridge for us but it will take some time until we adapt to the to the digital world compared to how are you doing today so I think it's this way until we actually take me to acids and also afraid that the ritual getting richer and the poor people with more poor eventually Maybe having a safety genetically transformed by the by that and being the fridge people have a bigger chance to survive tips of Health in temps of money will a blessed chances of being sick don't worry about my biggest fear something else on my lips okay thanks
740,my greatest concern for my children is that they will not have the opportunity to form social relationships and gain confidence and being in a community of peers while they are home with both summer and also virtual learning and this makes me sad because I think that school and childhood is so much about the social relationships I'm grateful that they have each other as siblings but other than that I feel that this has been a very difficult time as a parent the hardest part is just been finding space to do things other than the required in other words to rest read have fun do things other than work caring for my kids those are the main things that take up the most time right now
742,I as a parent of a 13 year old autistic child I might have a lot of trepidation and concerns going into the remote experience but I'm happy to say that my daughter has adapted extremely well thank goodness and God's blessings for all of the teachers and Educators in the New York City public school system that quickly pulled together and came up with a highly functional and highly effective remote learning capability which has subsequently learned unfortunately wasn't necessarily the case for kids and parochial and private school or other states are very grateful for that she's adapted to the most learning extremely well has gotten into a great routine and has been showing up for class regularly and got into a great Rhythm and all of her teachers Eva martelle engage cheers so we're grateful to that I'm grateful to be able to have a place to run to outside of New York City that alleviates a lot of concern and anxiety and I were just so grateful my life and I that our daughter has been able to maintain happiness she misses our friends but thanks to products like Zoom she probably talk to them or off and then for necessarily so we're both very fortunate
744,I'm a freelance writer and I live in New York City houses for rent with chives and being outdoors I love getting drinks during happy hours with them and watching movies very stressful this has made me extremely anxious that would be nice when ambulance sirens have kept me and my roommate's up believe that this will pass I started my blessings every day and being grateful for my health and the health of my loved onesI have volunteered at Community have delivered groceries and medicine to immunocompromised and senior people and served as an interpreter between medical professionals and non-english-speaking patients we don't owe any productivity in this time people are not merely working from home to a crisis and since there should underline every bit of the crisis management processes Jermaine essential Envy as a fancy and as a community that had fight for their ages Deimos and rice pandemic or no pain dentist
746, I just want to talk about this and I'm making how it affects the students in my view I think being at home. Alone for three months maybe four months and sometimes not even going outside at all it has to have a lot of bad effects emotionally socially the physical fitness academically of course and all that together is I think it's too much that's why I want the schools to open up as soon as possible I hope they will be like scene that's going to be effective and successful team will be here within a few months thank you
748,I don't know if this is on but I'm glad to be here and try to express some of what I've been going through recently I moved out of my retirement home on March 8th and I've been staying with my son and his family since then I'm only a short bike ride away from the house where I live normally but I feel a world away 4 weeks I was struggle with terrible nightmares they were the kind of nightmares that get you up and moving into action for several minutes before you realize that the thing to which are responding was not real not substantially real each nightmare seem to get worse I started with mudslides then came the Holocaust torturing a mass genocide and then one night last week was the worst I woke up realizing that I had caused the pandemic I posted about this problem of the nightmares online and I received several comments and suggestions and I think now that the nightmares were caused by having the room too warm when I slept I was responding to messages about warmth and humidity being good for discouraging the virus so now I seem to have that problem licked and it had nothing nothing more complicated than cooling off the room nightmares have been the worst part of this for me I posted to a face group Facebook group asking for pictures of the view from my window and this may this group meets regularly and post views of what they see out their window and then has some comments I posted the view out my window which is a trash can I said a little something about how this view is one view of the one window from the guest room is special and wonderful to me because it means I'm with family my response got to six and a half thousand likes and about 500 or more comments from all around the world and they were all very positive and supporting none of the spam or personal attacks that's the first time in my experience that anyway it was really very tonight I'm hosting a zoom party for the residents of my retirement home it's the first non annual virtual TGIF blank retirement home party I've been hosting a once-a-week poetry Gathering and people have seen very glad of that and so today one rolled me of her claustrophobia and I thought you know we don't need any excuse even poetry which is the best excuse ever is we can just party so I'm looking forward to it I really appreciate this chance to express what's on my mind and I I hope to do this again I think it's a great experiment and I hope that it's another way of bonding and sharing with people potentially around the world and I send them all you all my love thank you and bye
750,I am a parent of a 5th grader going into 6th grade and a son with autism and it be 75 program and I am frustrated that remote learning has taken the joy of learning away from my daughter she hates it and my son was making amends strides in his d75 program has now regressed instead of progress and is losing all of his decoding skills and is now back to reading at a third-grade level my husband is in a sense of workers you work for the MTA we worry every day that he will bring something home or that he will be hurt in some way in the way things are running right nowmy brother-in-law had already contracted covet and it took him three weeks to recover enough to go back to work and he's still not at 100% we've lost family members and close family friends to the disease already and between that and seeing the social injustice and unrest that is happening around this right now has left me and my family in a constant turmoil of stress and loss and grief and as much as we try to keep things happy in life for children the children feel it too and it's some some days are easier than others but I am really hoping we find Solutions and some relief very soon thank you for the opportunity to speak
752,over 19 really impacted us because and it's not just because of the shutdown of schools and outdoor activities being limited is also the fact they're up isn't answering I'm starting disease it is evolving day by day is spice up and now my biggest concern is my child going back to school and how do I take her on the bus or training are major source of transportation at this point is the public transportation by bus yellow bus train or be a catI don't have any bike parts covid-19 besides disease has spark the riots neighborhood ending angry they might be loiter no waiting around the area and you know it raised a lot of safety concerns for myself and my family and for my child how can she go back to school knowing that you know not even knowing it's not and could possibly not be able to survive for very sensitive I'm a healthy grown on my husband but I'm not sure how my daughter canthe thing from The Cove at epidemic like if activities outdoors safety hazards outside with the neighborhood people being I'm nauseous and angry boarding my worries regarding her going back to school and how that's going to work because she still young and 18 words ending in all you can interact and slowly think oh I can't touch this person I can't see the high five friends kids sneezing on each other you know and that's my biggest concern right now and regarding muscle reading your stomach
754,so today is May 20th and has been over for about two months into the two that makes up knocked down I have two young children attend boys of the age of 9 + 6 + New York City and I have mixed feelings about the current situation first I was trying to remain very positive about the whole situation and trying to get down to somestructure when it started and nobody though I think down my children are still in the age where they're not independent my older one I always have to check on his homework to make sure that he doesn't divert on to a different websites and I think my main struggle in our house is managing his iPad time which is for him a way to stay connected with his friendsbut it's the same he done cannot he's off-limits and that makes it really hard and also I could see my younger one 6 is my more stuffing about not seeing his friends and having play dates so like yesterday right now I feel there is just too much screen in the in our lives and I would like to do something else then everything that has limitations now let's say we are in small apartment and we can go very far or even the walks are starting to be boring so and then finally it's like personally I don't feel like I have the time to take care of myself time to the vittra group. no to that you just take care of myself and I was safe finally I everyday I'm like when will will see him then to this pandemic because I think if we start to have an idea about what will come next and we'll just helped to make the other projects
756,hi my name is divyansh not trying and I live in New York City and I wanted to share what stocks have been going through in my mind during does Lockdown due to call Dad and I have to say why my heart goes out to everybody and you're doing our best to help everyone who's suffering and there was so much suffering all around us but within my immediate family I think I've been the happiest ever being a professional I'm always on a flight going from a continent to another session to Asia and that keeps me away from my family a lot and this time of being sheltered and and locked it has allowed me to spend time with my husband with my daughter who 16 it's almost like a gift for me that I have received to spend that extra time with my daughter be going to college soonI have encouraged all of us to exercise more work out together go for long walks and get coronavirus it. Hawaii tournament that lets be as productive as possible to these very difficult times let's try and be a sensitive and helpful to anyone and everyone around us and yet be productive and positive that's the only way to come out of this stronger stay positive stay productive and share and I think we would all get through this together
758,hello I am sharing some of my experience with Colvin. Has been a good time to reflect and create a mindfulness practice and I think that's what's helped during this time also I'm Community has been important and being in touch with friends and family
